"","Site","Time","NO","NO2","NOX","PM10","PM2.5","SOLR","WDIR","WSPD"
"324","HR1","08/05/2012 17:00",1.8,12.6,15.4,14.4,9,19,93,1.6
"325","HR1","08/05/2012 18:00",1,15.1,16.6,12.5,8,19,93,1.6
"326","HR1","08/05/2012 19:00",1,22.4,24,14.4,10,6,101,0.4
"327","HR1","08/05/2012 20:00",1.4,29.8,31.9,16.8,9,6,109,0.7
"328","HR1","08/05/2012 21:00",2.9,36.6,41,16.2,13,6,102,0.4
"329","HR1","08/05/2012 22:00",1.8,38.9,41.6,13.1,16,6,99,0.6
"330","HR1","08/05/2012 23:00",6.1,29.1,38.4,16.5,14,6,96,0.5
"331","HR1","09/05/2012 00:00",4.2,28,34.4,17.8,13,6,90,0.7
"332","HR1","09/05/2012 01:00",3.3,19.8,24.9,19.1,15,6,33,0.7
"333","HR1","09/05/2012 02:00",1.4,14.7,16.8,19.7,20,6,57,0.7
"334","HR1","09/05/2012 03:00",0.9,11.9,13.3,14.3,12,7,21,0.8
"335","HR1","09/05/2012 04:00",3.4,17.5,22.7,16.7,8,7,21,0.8
"336","HR1","09/05/2012 05:00",1.7,25.3,27.9,12.6,8,88,26,1
"337","HR1","09/05/2012 06:00",4.3,38.2,44.8,13.3,4,106,55,0.5
"338","HR1","09/05/2012 07:00",6.8,40.6,51,16.2,11,115,90,0.7
"339","HR1","09/05/2012 08:00",9.5,41.1,55.6,17.2,10,243,111,0.9
"340","HR1","09/05/2012 09:00",23.6,54,90.2,20.5,14,112,96,1.3
"341","HR1","09/05/2012 10:00",10.4,27.3,43.3,17.4,14,106,95,1
"342","HR1","09/05/2012 11:00",6,27.6,36.7,13.1,13,98,102,1.3
"343","HR1","09/05/2012 12:00",5,20.1,27.7,10.3,12,89,96,1.5
"344","HR1","09/05/2012 13:00",3.4,16.4,21.6,8.5,8,111,98,1.2
"345","HR1","09/05/2012 14:00",3.7,19.1,24.8,7.5,6,44,102,1.2
"346","HR1","09/05/2012 15:00",3.2,20.9,25.9,9.3,6,43,102,1.3
"347","HR1","09/05/2012 16:00",2.4,22.3,26,9.8,10,13,96,1.2
"348","HR1","09/05/2012 17:00",1.8,22.5,25.2,14.1,9,10,92,1.6
"349","HR1","09/05/2012 18:00",1.8,20.3,23,12.9,14,10,92,1.6
"350","HR1","09/05/2012 19:00",1.2,17.4,19.3,12.4,9,5,90,1.6
"351","HR1","09/05/2012 20:00",1.1,15.9,17.5,11.6,10,5,89,1.6
"352","HR1","09/05/2012 21:00",0.9,11.6,13.1,13.3,7,6,88,1.7
"353","HR1","09/05/2012 22:00",1.3,9.6,11.6,9.2,9,6,95,2
"354","HR1","09/05/2012 23:00",0.9,9,10.5,7.9,11,6,95,1.9
"355","HR1","10/05/2012 00:00",1.1,3.3,4.9,5.8,7,6,101,1.4
"356","HR1","10/05/2012 01:00",0.6,3.9,4.8,3.7,6,6,93,1.6
"357","HR1","10/05/2012 02:00",0.6,3.5,4.5,7.8,3,5,97,1.3
"358","HR1","10/05/2012 03:00",0.9,3.8,5.3,5.5,3,7,98,1.5
"359","HR1","10/05/2012 04:00",1.6,5.9,8.4,7.1,5,7,98,1.5
"360","HR1","10/05/2012 05:00",1.6,13.4,15.8,5.7,3,93,107,1.1
"361","HR1","10/05/2012 06:00",2.1,16.6,19.9,7.7,6,178,107,1.1
"362","HR1","10/05/2012 07:00",4.3,21.1,27.7,7.2,10,277,105,1.5
"363","HR1","10/05/2012 08:00",3.6,19.6,25.2,15,4,118,102,1.7
"364","HR1","10/05/2012 09:00",3.3,13.8,18.9,7.8,9,140,101,1.4
"365","HR1","10/05/2012 10:00",2.4,14.8,18.5,11.9,12,142,106,1.5
"366","HR1","10/05/2012 11:00",2.9,10.9,15.3,11,5,45,109,1.2
"367","HR1","10/05/2012 12:00",2.8,12.2,16.5,11.7,9,52,100,1.5
"368","HR1","10/05/2012 13:00",3.4,17.5,22.7,13.4,9,91,100,1.2
"369","HR1","10/05/2012 14:00",5.2,21.3,29.2,7.7,8,68,102,1.4
"370","HR1","10/05/2012 15:00",4.9,21.7,29.2,7,10,49,106,1.3
"371","HR1","10/05/2012 16:00",4.1,22.1,28.4,6.7,6,11,107,1.3
"372","HR1","10/05/2012 17:00",2.4,18.3,22,6.9,8,10,105,1.1
"373","HR1","10/05/2012 18:00",1.5,15.7,18.1,4.9,7,10,105,1.1
"374","HR1","10/05/2012 19:00",1,19.3,20.9,4.5,9,6,106,1
"375","HR1","10/05/2012 20:00",1.1,18,19.7,5.4,5,6,110,1.2
"376","HR1","10/05/2012 21:00",1.4,20.8,22.9,6.4,5,6,109,1.2
"377","HR1","10/05/2012 22:00",1,13.1,14.6,6.4,7,6,115,1.2
"378","HR1","10/05/2012 23:00",1.2,4.5,6.3,6.9,4,6,116,0.9
"379","HR1","11/05/2012 00:00",0.6,2.6,3.5,5.2,7,6,115,1
"380","HR1","11/05/2012 01:00",0.8,3,4.2,6.7,1,6,119,1.1
"381","HR1","11/05/2012 02:00",0.6,4.5,5.5,11.2,7,16,131,1.2
"382","HR1","11/05/2012 03:00",0.9,2.2,3.5,8.9,5,45,123,0.9
"383","HR1","11/05/2012 04:00",0.6,2.7,3.6,4.5,5,45,123,0.9
"384","HR1","11/05/2012 05:00",1.5,7.6,9.9,8.3,8,404,125,1.1
"385","HR1","11/05/2012 06:00",1.9,8.9,11.9,9.2,8,372,131,1.4
"386","HR1","11/05/2012 07:00",1.7,7.2,9.9,8.1,7,369,134,1.2
"387","HR1","11/05/2012 08:00",2.2,7.2,10.5,9.2,5,394,135,1.2
"388","HR1","11/05/2012 09:00",2,8.1,11.1,6.8,9,665,136,1.5
"389","HR1","11/05/2012 10:00",2.9,9,13.5,6.8,9,763,142,1.4
"390","HR1","11/05/2012 11:00",1.6,4.6,7,8.8,1,460,145,1.5
"391","HR1","11/05/2012 12:00",1.5,3.4,5.8,5,7,311,145,1.3
"392","HR1","11/05/2012 13:00",1.4,2.8,5,8.8,8,339,149,1.4
"393","HR1","11/05/2012 14:00",1.2,3.1,5,10.8,5,341,151,1.7
"394","HR1","11/05/2012 15:00",1,4.4,5.9,3,-1,222,150,1.4
"395","HR1","11/05/2012 16:00",1.1,5.4,7,10.4,4,87,152,1.5
"396","HR1","11/05/2012 17:00",1.6,6.9,9.3,4.5,5,26,152,1.2
"397","HR1","11/05/2012 18:00",0.9,8.5,9.8,5.7,6,26,152,1.2
"398","HR1","11/05/2012 19:00",0.8,9.4,10.6,9.5,3,6,146,1.1
"399","HR1","11/05/2012 20:00",0.8,11.5,12.8,6.2,7,6,151,1.1
"400","HR1","11/05/2012 21:00",1,9.6,11.2,9.8,6,6,152,1.2
"401","HR1","11/05/2012 22:00",0.9,6.8,8.1,11.6,9,6,153,1.2
"402","HR1","11/05/2012 23:00",0.6,6,7,12.7,11,6,152,1
"403","HR1","12/05/2012 00:00",0.9,4.2,5.6,12,10,6,154,0.9
"404","HR1","12/05/2012 01:00",0.6,7.9,8.8,10.8,4,6,145,0.7
"405","HR1","12/05/2012 02:00",1,7.6,9.2,12.7,5,26,150,0.9
"406","HR1","12/05/2012 03:00",0.8,8.7,10,10.4,3,50,153,1.1
"407","HR1","12/05/2012 04:00",1.4,12.6,14.7,11.4,5,50,153,1.1
"408","HR1","12/05/2012 05:00",2.3,11.3,14.7,10.1,13,458,153,1.5
"409","HR1","12/05/2012 06:00",3.2,12.2,17,9.3,8,685,39,1.5
"410","HR1","12/05/2012 07:00",2.6,8.3,12.3,8.3,9,739,38,1.4
"411","HR1","12/05/2012 08:00",2.1,5.3,8.6,7.5,9,817,38,1.3
"412","HR1","12/05/2012 09:00",2,5.9,9,19.1,7,682,31,1.5
"413","HR1","12/05/2012 10:00",1.3,3.8,5.8,9.8,13,890,91,1.2
"414","HR1","12/05/2012 11:00",1.3,3.3,5.3,12.1,14,396,110,1.2
"415","HR1","12/05/2012 12:00",1.3,2.3,4.3,9.1,1,270,139,1
"416","HR1","12/05/2012 13:00",1.2,4.1,5.9,8.9,6,336,101,1.1
"417","HR1","12/05/2012 14:00",1,3.8,5.4,9.2,7,400,131,0.8
"418","HR1","12/05/2012 15:00",1.1,3.5,5.1,10.2,2,107,35,0.9
"419","HR1","12/05/2012 16:00",1.4,4.8,6.9,7.9,8,90,46,0.6
"420","HR1","12/05/2012 20:00",4,49.6,55.8,12.9,18,5,132,0.4
"421","HR1","12/05/2012 21:00",9.9,65.2,80.5,27.6,30,6,151,0.4
"422","HR1","12/05/2012 22:00",28.8,69.2,113.4,23.9,17,6,140,0.3
"423","HR1","12/05/2012 23:00",15,71.8,94.8,33.1,32,5,58,0.4
"424","HR1","13/05/2012 00:00",16,66,90.4,21.4,19,6,123,0.4
"425","HR1","13/05/2012 01:00",7.8,42.3,54.4,18.4,21,6,88,0.3
"426","HR1","13/05/2012 02:00",9.3,36.1,50.3,16.9,11,34,38,0.4
"427","HR1","13/05/2012 03:00",7,38.3,49.1,22,14,61,54,0.4
"428","HR1","13/05/2012 04:00",10.9,37,53.7,23.2,12,61,54,0.4
"429","HR1","13/05/2012 05:00",25.4,39.5,78.4,16.8,23,446,88,0.9
"430","HR1","13/05/2012 06:00",15.9,36.6,61,20.6,16,590,97,1.1
"431","HR1","13/05/2012 07:00",12.7,32.8,52.2,22.1,13,497,114,1
"432","HR1","13/05/2012 08:00",4.6,17.3,24.4,14.7,12,349,134,1
"433","HR1","13/05/2012 09:00",2.1,11.2,14.5,17.8,10,560,127,1.1
"434","HR1","13/05/2012 10:00",1.2,3.1,5,14.8,10,684,116,1.2
"435","HR1","13/05/2012 12:00",1.3,3.4,5.4,15.2,12,507,109,1.2
"436","HR1","13/05/2012 13:00",1,3.1,4.6,13.6,12,446,126,1.2
"437","HR1","13/05/2012 14:00",0.8,1.8,3.1,11,2,297,107,1.3
"438","HR1","13/05/2012 15:00",0.7,3.3,4.5,14.8,12,228,116,1.1
"439","HR1","13/05/2012 16:00",1.1,4.5,6.3,17.5,12,79,107,1.2
"440","HR1","13/05/2012 17:00",0.7,5.3,6.4,16.4,10,32,107,1
"441","HR1","13/05/2012 19:00",1,19.3,20.8,17.6,10,6,107,0.8
"442","HR1","13/05/2012 20:00",1,25.1,26.6,15.9,3,6,112,0.7
"443","HR1","13/05/2012 21:00",1.1,32.1,33.8,15.9,7,6,118,0.8
"444","HR1","13/05/2012 22:00",1,23.2,24.7,15.6,12,6,121,0.8
"445","HR1","13/05/2012 23:00",1.3,11.1,13.1,13.9,16,6,109,0.8
"446","HR1","14/05/2012 00:00",1,8.2,9.8,9.7,7,6,123,0.7
"447","HR1","14/05/2012 01:00",0.8,7.8,9,11.2,5,5,120,0.8
"448","HR1","14/05/2012 02:00",0.7,6,7.1,12.6,8,12,112,0.8
"449","HR1","14/05/2012 03:00",0.9,5.9,7.3,12.4,9,33,117,1
"450","HR1","14/05/2012 04:00",0.9,9.9,11.2,13.3,8,33,117,1
"451","HR1","14/05/2012 05:00",1.4,12.9,15.1,12.5,8,113,112,0.9
"452","HR1","14/05/2012 06:00",1.7,15.7,18.3,13.7,12,164,114,0.9
"453","HR1","14/05/2012 07:00",2.2,18.5,21.9,14.6,8,170,115,0.9
"454","HR1","14/05/2012 08:00",1.9,15,18,14.3,7,178,115,0.9
"455","HR1","14/05/2012 09:00",2.7,15.4,19.5,11.9,9,198,108,1
"456","HR1","14/05/2012 10:00",2.8,13.2,17.4,10.4,8,256,103,1.3
"457","HR1","14/05/2012 11:00",2.4,12.3,16,8.9,7,190,108,1.1
"458","HR1","14/05/2012 12:00",4.5,21.4,28.3,8,7,142,102,1.1
"459","HR1","14/05/2012 13:00",2.9,22,26.5,12.8,12,299,103,1.2
"460","HR1","14/05/2012 14:00",4.6,25.3,32.4,9.8,10,192,101,1.4
"461","HR1","14/05/2012 15:00",3.4,16.5,21.7,6.9,9,121,104,1.2
"462","HR1","14/05/2012 16:00",2.3,18,21.5,9.2,10,48,105,0.8
"463","HR1","14/05/2012 17:00",2.3,22.3,25.9,12.8,11,30,109,0.9
"464","HR1","14/05/2012 18:00",1.8,23.5,26.3,11.2,10,30,109,0.9
"465","HR1","14/05/2012 19:00",1.2,17,18.8,9.8,9,6,132,0.8
"466","HR1","14/05/2012 20:00",1,13.9,15.5,18.4,12,6,131,0.7
"467","HR1","14/05/2012 21:00",1.3,13.7,15.6,14,7,5,121,0.5
"468","HR1","14/05/2012 22:00",1.2,15.3,17.1,14,7,6,114,0.5
"469","HR1","14/05/2012 23:00",1.1,14.2,15.8,12.6,4,6,135,0.9
"470","HR1","15/05/2012 00:00",3.9,14.4,20.4,12.3,5,6,138,0.8
"471","HR1","15/05/2012 01:00",1,11.1,12.6,15,7,6,142,0.9
"472","HR1","15/05/2012 02:00",1.1,5.4,7.1,9,7,48,138,0.8
"473","HR1","15/05/2012 03:00",0.9,4,5.3,9.2,9,60,139,0.7
"474","HR1","15/05/2012 04:00",0.9,6.3,7.7,8.1,6,60,139,0.7
"475","HR1","15/05/2012 05:00",1.6,12,14.4,6.8,6,203,144,1.2
"476","HR1","15/05/2012 07:00",2.7,14.8,18.9,7.4,5,360,151,1.5
"477","HR1","15/05/2012 08:00",2.5,12.3,16.1,5.9,7,631,150,1.6
"478","HR1","15/05/2012 09:00",3.2,8.8,13.7,6.2,3,647,144,1.6
"479","HR1","15/05/2012 10:00",3.1,6.2,11,7.7,7,566,148,1.2
"480","HR1","15/05/2012 11:00",2.8,8.1,12.4,14.2,13,269,148,1.6
"481","HR1","15/05/2012 13:00",2.4,9.5,13.1,10.1,5,170,154,1
"482","HR1","15/05/2012 14:00",3.6,9.7,15.3,9.7,8,115,146,1.2
"483","HR1","15/05/2012 15:00",2.3,11.6,15.1,9.1,12,227,46,0.9
"484","HR1","15/05/2012 16:00",3,16.6,21.1,7.2,10,81,53,1
"485","HR1","15/05/2012 17:00",2.7,16.7,20.8,8.4,8,87,59,0.8
"486","HR1","15/05/2012 18:00",1.5,15.5,17.8,6,8,87,59,0.8
"487","HR1","15/05/2012 19:00",3.1,31.7,36.5,12.2,11,6,150,0.7
"488","HR1","15/05/2012 20:00",1.8,25,27.8,10.9,6,6,147,0.7
"489","HR1","15/05/2012 21:00",2.4,18,21.7,10.7,2,6,147,0.8
"490","HR1","15/05/2012 22:00",0.9,14.5,15.9,11.7,3,6,145,0.9
"491","HR1","15/05/2012 23:00",0.8,10.6,11.8,10.7,8,6,143,0.8
"492","HR1","16/05/2012 00:00",0.7,9.1,10.2,10.9,7,6,150,1
"493","HR1","16/05/2012 01:00",1,11.3,12.8,11.7,10,5,150,1
"494","HR1","16/05/2012 02:00",1.2,8.2,9.9,16.2,7,34,149,0.9
"495","HR1","16/05/2012 03:00",1,5.9,7.4,14.2,8,61,147,0.8
"496","HR1","16/05/2012 04:00",1.2,9.8,11.6,14,5,61,147,0.8
"497","HR1","16/05/2012 05:00",3.5,13.8,19.1,13.6,10,458,144,1.4
"498","HR1","16/05/2012 06:00",5,14.6,22.3,11.2,10,614,137,1.1
"499","HR1","16/05/2012 07:00",3.6,9.6,15.2,11.7,4,449,147,1.1
"500","HR1","16/05/2012 08:00",3.1,6.3,11,8.2,4,525,143,1.2
"501","HR1","16/05/2012 09:00",2.2,4.9,8.3,11.4,10,361,148,1.2
"502","HR1","16/05/2012 10:00",1.4,3.2,5.3,10.2,8,330,142,1
"503","HR1","16/05/2012 11:00",1.9,3.3,6.3,9.4,7,375,123,0.8
"504","HR1","16/05/2012 12:00",1.5,3.8,6.2,9.5,3,486,140,1
"505","HR1","16/05/2012 13:00",1.1,3.8,5.5,13.6,8,270,139,1
"506","HR1","16/05/2012 14:00",1.2,4.2,6.1,11.4,6,216,145,0.8
"507","HR1","16/05/2012 15:00",1.3,4.3,6.2,12.4,9,99,146,0.6
"508","HR1","16/05/2012 16:00",1.2,4.3,6.1,13.5,8,57,137,0.5
"509","HR1","16/05/2012 20:00",7.3,57.9,69.1,14.6,11,6,101,0.8
"510","HR1","16/05/2012 21:00",3.2,41.4,46.3,24.1,19,6,105,0.6
"511","HR1","16/05/2012 22:00",2.2,36.8,40.2,22.7,17,6,105,0.5
"512","HR1","16/05/2012 23:00",2.3,23.3,26.9,23.8,14,6,99,0.6
"513","HR1","17/05/2012 00:00",4.4,21,27.8,21.6,15,6,68,0.4
"514","HR1","17/05/2012 01:00",5.4,26.8,35,21.4,13,6,85,0.3
"515","HR1","17/05/2012 02:00",12.9,28.5,48.4,21.9,15,21,73,0.4
"516","HR1","17/05/2012 03:00",8.8,26.3,39.8,20.7,10,33,102,0.4
"517","HR1","17/05/2012 04:00",10,34.7,50.1,23,20,33,102,0.4
"518","HR1","17/05/2012 05:00",19.4,56.7,86.5,29.6,15,149,87,1.3
"519","HR1","17/05/2012 06:00",9.9,42.9,58.1,23.4,17,322,87,1.1
"520","HR1","17/05/2012 07:00",7.8,38.9,50.8,18.8,14,454,78,1.4
"521","HR1","17/05/2012 08:00",7,27.6,38.4,16.9,6,370,75,1.5
"522","HR1","17/05/2012 09:00",5.6,25.2,33.8,19.1,11,544,80,1.7
"523","HR1","17/05/2012 10:00",4.1,19.5,25.8,17.3,15,448,79,1.6
"524","HR1","17/05/2012 11:00",3.2,15.1,19.9,17.3,11,261,77,1.2
"525","HR1","17/05/2012 12:00",3,15,19.6,18.1,12,364,69,1.1
"526","HR1","17/05/2012 13:00",2,15.1,18.3,18.9,16,413,68,1.2
"527","HR1","17/05/2012 14:00",2.4,15.2,18.8,17.9,10,201,54,1.1
"528","HR1","17/05/2012 15:00",2.6,14.4,18.4,22.6,17,139,60,1.2
"529","HR1","17/05/2012 16:00",2,16.3,19.4,20.7,11,48,54,1.2
"530","HR1","17/05/2012 17:00",1.1,15.4,17.1,18.6,11,18,55,0.9
"531","HR1","17/05/2012 18:00",1.1,23.1,24.7,26.2,18,18,55,0.9
"532","HR1","17/05/2012 19:00",1.2,31.7,33.6,26.2,15,6,33,1.2
"533","HR1","17/05/2012 20:00",1.1,28.8,30.5,27.4,19,6,27,1.4
"534","HR1","17/05/2012 21:00",0.9,20.3,21.6,27.5,20,6,25,1.5
"535","HR1","17/05/2012 22:00",0.8,19.8,20.9,30.8,21,6,27,1.9
"536","HR1","17/05/2012 23:00",0.5,19.2,20,32.6,24,6,28,1.9
"537","HR1","18/05/2012 00:00",0.9,15,16.5,32.7,30,6,26,1.6
"538","HR1","18/05/2012 01:00",0.5,15,15.9,33,25,6,26,2.1
"539","HR1","18/05/2012 02:00",0.6,14.6,15.6,28.7,25,16,25,1.8
"540","HR1","18/05/2012 03:00",0.7,15.8,16.8,32.4,26,24,24,1.9
"541","HR1","18/05/2012 04:00",2.1,24.7,27.8,36.6,32,24,24,1.9
"542","HR1","18/05/2012 05:00",6.1,34.5,43.9,41,30,287,28,2
"543","HR1","18/05/2012 07:00",7.1,25.6,36.5,36.8,30,302,30,1.8
"544","HR1","18/05/2012 08:00",6.1,22,31.5,35.3,25,344,38,1.6
"545","HR1","18/05/2012 09:00",5,25.2,32.9,29.9,27,453,34,1.8
"546","HR1","18/05/2012 10:00",3.8,19.2,25,23.4,20,81,42,1.1
"547","HR1","18/05/2012 11:00",3,17.8,22.3,27,25,135,58,0.8
"548","HR1","18/05/2012 12:00",2.1,24.6,27.8,27.6,20,104,86,1.2
"549","HR1","18/05/2012 13:00",3.4,35.3,40.5,27.4,25,132,92,1.2
"550","HR1","18/05/2012 14:00",3,25.9,30.5,27.2,23,89,91,1.5
"551","HR1","18/05/2012 15:00",4,23.6,29.7,24.4,10,65,90,1.3
"552","HR1","18/05/2012 16:00",2.3,19.9,23.4,13.9,11,22,89,1.7
"553","HR1","18/05/2012 17:00",1.8,23.4,26.3,12.8,10,21,91,1.6
"554","HR1","18/05/2012 18:00",1.1,18.8,20.5,15.6,13,21,91,1.6
"555","HR1","18/05/2012 19:00",1,17.4,19,12.5,8,6,87,1
"556","HR1","18/05/2012 20:00",1.2,17.3,19.1,16.1,15,6,91,1.2
"557","HR1","18/05/2012 21:00",1.2,17.4,19.3,21.5,16,6,91,1.3
"558","HR1","18/05/2012 22:00",0.8,13.5,14.7,23.7,17,6,96,1
"559","HR1","18/05/2012 23:00",1.4,8.5,10.6,21,10,6,101,0.8
"560","HR1","19/05/2012 00:00",1.1,10.9,12.5,19.9,15,6,104,0.7
"561","HR1","19/05/2012 01:00",1,11.4,13,19.2,17,6,111,0.6
"562","HR1","19/05/2012 02:00",1.4,10.6,12.6,16.6,25,17,116,0.7
"563","HR1","19/05/2012 03:00",1.5,10.4,12.8,19.5,26,24,102,0.6
"564","HR1","19/05/2012 04:00",1.5,12.2,14.5,27.9,33,24,102,0.6
"565","HR1","19/05/2012 05:00",2.5,14.9,18.6,30.8,33,87,107,0.8
"566","HR1","19/05/2012 06:00",4.1,16.9,23.1,33.4,32,239,106,0.8
"567","HR1","19/05/2012 07:00",5.4,20.4,28.6,34.1,42,396,129,0.8
"568","HR1","19/05/2012 08:00",4.6,15.4,22.5,35.1,38,265,124,0.7
"569","HR1","19/05/2012 09:00",3.4,11.7,17,31.9,38,389,93,0.8
"570","HR1","19/05/2012 10:00",2.3,11.3,14.8,31.1,27,466,25,1.6
"571","HR1","19/05/2012 11:00",2.1,9.1,12.3,30.1,31,153,64,0.8
"572","HR1","19/05/2012 12:00",2.8,12,16.2,32.6,24,317,36,1
"573","HR1","19/05/2012 13:00",2,13.2,16.2,25.5,24,170,93,1.1
"574","HR1","19/05/2012 14:00",1.9,11,13.9,28.2,24,272,28,1.6
"575","HR1","19/05/2012 15:00",1.8,10.1,12.9,26.8,19,149,46,1.2
"576","HR1","19/05/2012 16:00",1.5,11,13.4,24.1,16,39,19,1.6
"577","HR1","19/05/2012 17:00",1.7,14,16.7,23.5,16,26,20,2
"578","HR1","19/05/2012 18:00",1.2,11.9,13.7,17.5,15,26,20,2
"579","HR1","19/05/2012 19:00",0.7,10,11,17.6,14,6,21,2.2
"580","HR1","19/05/2012 20:00",0.8,7.9,9.2,18,11,6,18,1.9
"581","HR1","19/05/2012 21:00",0.7,8.2,9.3,17.3,11,6,19,1.8
"582","HR1","19/05/2012 22:00",0.6,7.1,8,11.6,7,6,23,2.2
"583","HR1","19/05/2012 23:00",0.4,5.5,6.1,16.3,9,6,22,2.1
"584","HR1","20/05/2012 00:00",0.3,4.7,5.1,17.6,12,6,20,1.6
"585","HR1","20/05/2012 01:00",0.6,6.3,7.2,14.4,17,6,19,1.8
"586","HR1","20/05/2012 02:00",0.5,5,5.7,15.5,13,7,21,1.5
"587","HR1","20/05/2012 03:00",0.9,4.8,6.2,19.3,11,11,20,2
"588","HR1","20/05/2012 04:00",0.6,5.1,6,18.9,3,11,20,2
"589","HR1","20/05/2012 05:00",0.9,5,6.4,14.4,11,89,22,1.7
"590","HR1","20/05/2012 06:00",1.4,6.1,8.3,14.1,12,104,20,1.6
"591","HR1","20/05/2012 07:00",1.2,6.2,8,13.8,9,179,21,2.1
"592","HR1","20/05/2012 08:00",1.5,6.3,8.6,15.2,10,145,22,1.7
"593","HR1","20/05/2012 09:00",1.5,6.6,8.8,15.1,11,143,20,1.9
"594","HR1","20/05/2012 10:00",1.8,8.5,11.3,14.2,10,239,25,1.8
"595","HR1","20/05/2012 11:00",1.9,8.1,11,19,19,149,41,1.3
"596","HR1","20/05/2012 12:00",1.6,6.8,9.3,14.5,12,146,21,1.7
"597","HR1","20/05/2012 13:00",1.6,7.6,10,17.7,17,78,38,1.4
"598","HR1","20/05/2012 14:00",1.4,7.3,9.5,18.1,15,85,22,1.6
"599","HR1","20/05/2012 15:00",1.1,7.2,8.9,22.5,11,91,20,1.9
"600","HR1","20/05/2012 16:00",1.3,10.4,12.3,19.8,15,40,20,1.8
"601","HR1","20/05/2012 17:00",1.1,9,10.7,16.3,13,21,22,2.3
"602","HR1","20/05/2012 18:00",0.9,10.5,11.9,15.5,10,21,22,2.3
"603","HR1","20/05/2012 19:00",0.8,7.4,8.6,14.7,15,6,18,1.6
"604","HR1","20/05/2012 20:00",1,6.3,7.9,17,13,6,19,1.7
"605","HR1","20/05/2012 21:00",1,6.4,8,16.4,9,6,34,1.6
"606","HR1","20/05/2012 22:00",0.9,4.4,5.7,17.6,14,6,18,1.9
"607","HR1","20/05/2012 23:00",0.6,3.6,4.4,15.4,12,6,23,1.5
"608","HR1","21/05/2012 00:00",1.1,2,3.7,16.5,16,6,31,1.4
"609","HR1","21/05/2012 01:00",0.2,4.4,4.8,15.5,8,6,22,1.2
"610","HR1","21/05/2012 02:00",0.7,4,5.1,14.6,15,10,20,1.9
"611","HR1","21/05/2012 03:00",0.6,4.3,5.1,17.1,13,15,21,1.8
"612","HR1","21/05/2012 04:00",0.8,6.3,7.6,18.9,11,15,21,1.8
"613","HR1","21/05/2012 05:00",1.1,12.1,13.8,18.4,13,127,40,1.3
"614","HR1","21/05/2012 06:00",1.9,13.4,16.3,18,14,223,89,1.5
"615","HR1","21/05/2012 07:00",2.9,15.4,19.8,16.3,13,265,50,1.5
"616","HR1","21/05/2012 08:00",2.3,12.1,15.7,23,18,309,64,1.5
"617","HR1","21/05/2012 09:00",2,12,15,20.5,19,317,81,1.5
"618","HR1","21/05/2012 10:00",2.3,11.2,14.8,20.4,17,628,36,1.8
"619","HR1","21/05/2012 11:00",2.5,9.4,13.2,23.5,21,438,129,1.2
"620","HR1","21/05/2012 12:00",2.7,9.4,13.6,27.5,26,472,130,1.3
"621","HR1","21/05/2012 13:00",3.1,10.6,15.3,21.7,29,416,151,1.4
"622","HR1","21/05/2012 14:00",3.3,12,17.1,24.3,23,248,139,1.1
"623","HR1","21/05/2012 15:00",3.6,15.9,21.4,28,22,144,148,1.1
"624","HR1","21/05/2012 16:00",3,17.7,22.3,31.8,22,78,133,1
"625","HR1","21/05/2012 17:00",2.4,17.5,21.2,25.4,28,59,129,0.8
"626","HR1","21/05/2012 18:00",2,22.4,25.5,27.8,25,59,129,0.8
"627","HR1","21/05/2012 19:00",1,17.8,19.3,27.7,25,6,152,1.2
"628","HR1","21/05/2012 20:00",1,28.2,29.8,30.5,32,6,149,1.1
"629","HR1","21/05/2012 21:00",1.3,27,29,31.7,31,6,131,1.2
"630","HR1","21/05/2012 22:00",1,26.4,28,36.4,36,6,121,1.2
"631","HR1","21/05/2012 23:00",0.8,20.4,21.6,35.2,37,6,88,1.2
"632","HR1","22/05/2012 00:00",0.7,14.2,15.2,32,31,6,73,1
"633","HR1","22/05/2012 01:00",1.1,12.9,14.6,32.1,33,6,35,1.2
"634","HR1","22/05/2012 02:00",0.5,13.6,14.4,34.7,34,13,132,1.3
"635","HR1","22/05/2012 03:00",1,11.7,13.2,34.5,32,19,58,1.2
"636","HR1","22/05/2012 04:00",1,13.5,15.1,36.3,36,19,58,1.2
"637","HR1","22/05/2012 05:00",1.6,17.5,20,38.7,38,134,128,1.2
"638","HR1","22/05/2012 06:00",2.6,23.8,27.8,36.5,36,383,125,0.9
"639","HR1","22/05/2012 07:00",3.7,22.8,28.5,38.8,35,691,140,1.2
"640","HR1","22/05/2012 08:00",5.3,22,30.1,39.6,39,775,90,1.2
"641","HR1","22/05/2012 09:00",6.9,19.1,29.6,40.7,40,808,132,1.4
"642","HR1","22/05/2012 10:00",4.8,17,24.4,37.5,42,794,110,1.3
"643","HR1","22/05/2012 11:00",2.5,11.9,15.7,35,31,733,130,1.3
"644","HR1","22/05/2012 12:00",2.4,10.4,14,36.5,28,637,83,1.3
"645","HR1","22/05/2012 13:00",1.8,9.2,12,32.7,28,514,31,1.6
"646","HR1","22/05/2012 14:00",1.4,9.6,11.7,30.2,25,375,108,0.9
"647","HR1","22/05/2012 15:00",1.4,9.9,12,31.1,27,217,35,1.2
"648","HR1","22/05/2012 16:00",1.8,13.8,16.5,33.3,27,89,60,1.2
